Name,depart_time,price,depart_time_hour,depart_time_minute
아시아나항공,06:05,127119,6,5
이스타항공,06:10,127797,6,10
에어부산,06:55,117797,6,55
대한항공,10:30,310848,10,30
아시아나항공,11:50,112373,11,50
이스타항공,11:50,115255,11,50
제주항공,12:15,116611,12,15
아시아나항공,12:20,127119,12,20
제주항공,12:40,104238,12,40
티웨이항공,12:50,99323,12,50
이스타항공,12:55,101187,12,55
대한항공,13:10,118645,13,10
이스타항공,13:15,101187,13,15
티웨이항공,13:20,93899,13,20
티웨이항공,13:25,88645,13,25
대한항공,13:25,118645,13,25
제주항공,13:30,92543,13,30
대한항공,13:50,110000,13,50
아시아나항공,14:00,105424,14,0
티웨이항공,14:05,77967,14,5
아시아나항공,14:05,105424,14,5
아시아나항공,14:25,112373,14,25
이스타항공,14:35,82204,14,35
제주항공,14:40,81865,14,40
에어부산,14:55,73899,14,55
아시아나항공,14:55,93051,14,55
대한항공,15:00,126441,15,0
아시아나항공,15:05,91356,15,5
티웨이항공,15:15,67458,15,15
대한항공,15:20,100678,15,20
제주항공,15:25,76780,15,25
이스타항공,15:40,71865,15,40
제주항공,15:45,72543,15,45
아시아나항공,15:45,81187,15,45
이스타항공,15:55,71865,15,55
아시아나항공,15:55,91356,15,55
대한항공,16:00,90000,16,0
제주항공,16:05,72543,16,5
이스타항공,16:35,66441,16,35
대한항공,16:40,90000,16,40
대한항공,17:10,90000,17,10
대한항공,17:15,90000,17,15
티웨이항공,17:25,62034,17,25
티웨이항공,17:40,56780,17,40
대한항공,17:40,81695,17,40
아시아나항공,17:50,69153,17,50
티웨이항공,18:10,53899,18,10
이스타항공,18:10,57119,18,10
에어부산,18:10,58645,18,10
제주항공,18:15,62882,18,15
대한항공,18:20,81695,18,20
아시아나항공,18:25,61526,18,25
이스타항공,18:35,57119,18,35
아시아나항공,18:45,58475,18,45
티웨이항공,18:50,47119,18,50
대한항공,18:50,81695,18,50
아시아나항공,18:55,58475,18,55
제주항공,19:05,54407,19,5
대한항공,19:10,126441,19,10
아시아나항공,19:20,61526,19,20
이스타항공,19:25,52543,19,25
제주항공,19:35,54407,19,35
이스타항공,19:45,52543,19,45
대한항공,20:00,81695,20,0
대한항공,20:30,124746,20,30
제주항공,20:35,62882,20,35
아시아나항공,20:50,79323,20,50
아시아나항공,21:20,79323,21,20
