Name,depart_time,price,depart_time_hour,depart_time_minute
아시아나항공,06:05,80848,6,5
이스타항공,06:10,63729,6,10
제주항공,06:15,62882,6,15
이스타항공,06:15,63729,6,15
대한항공,06:20,90000,6,20
제주항공,06:25,62882,6,25
아시아나항공,06:25,80848,6,25
티웨이항공,06:40,58475,6,40
아시아나항공,06:40,90848,6,40
이스타항공,06:50,63729,6,50
에어부산,06:55,59662,6,55
티웨이항공,07:00,61695,7,0
제주항공,07:00,72543,7,0
에어부산,07:20,74407,7,20
대한항공,07:20,140509,7,20
제주항공,07:40,99831,7,40
아시아나항공,10:40,121695,10,40
이스타항공,10:55,83729,10,55
아시아나항공,11:15,111187,11,15
에어부산,11:25,74407,11,25
제주항공,11:35,82882,11,35
티웨이항공,11:45,74746,11,45
이스타항공,11:50,74407,11,50
아시아나항공,11:50,111187,11,50
제주항공,12:15,67289,12,15
대한항공,12:20,99492,12,20
아시아나항공,12:20,111187,12,20
제주항공,12:40,62882,12,40
티웨이항공,12:50,55763,12,50
이스타항공,12:55,63729,12,55
대한항공,13:10,99492,13,10
이스타항공,13:15,53729,13,15
제주항공,13:15,54407,13,15
티웨이항공,13:20,48306,13,20
대한항공,13:20,98645,13,20
제주항공,13:30,54407,13,30
대한항공,13:50,90000,13,50
아시아나항공,14:05,78645,14,5
아시아나항공,14:25,80848,14,25
티웨이항공,14:35,44068,14,35
이스타항공,14:35,45085,14,35
제주항공,14:40,50170,14,40
에어부산,14:55,44746,14,55
티웨이항공,14:55,42034,14,55
아시아나항공,14:55,117967,14,55
아시아나항공,15:05,51695,15,5
아시아나항공,15:15,40848,15,15
티웨이항공,15:15,41695,15,15
대한항공,15:20,99492,15,20
제주항공,15:25,41865,15,25
이스타항공,15:40,41865,15,40
아시아나항공,15:45,40848,15,45
제주항공,15:45,41865,15,45
아시아나항공,15:55,33051,15,55
이스타항공,15:55,35255,15,55
대한항공,16:00,90000,16,0
제주항공,16:05,45933,16,5
이스타항공,16:35,35255,16,35
대한항공,16:40,73221,16,40
제주항공,16:55,45933,16,55
티웨이항공,17:25,32204,17,25
아시아나항공,17:50,33051,17,50
에어부산,18:10,26102,18,10
티웨이항공,18:10,30000,18,10
이스타항공,18:10,32204,18,10
제주항공,18:15,33390,18,15
대한항공,18:20,99492,18,20
티웨이항공,18:25,30000,18,25
아시아나항공,18:25,30170,18,25
이스타항공,18:35,32204,18,35
아시아나항공,18:45,33051,18,45
티웨이항공,18:50,30000,18,50
대한항공,18:50,68136,18,50
아시아나항공,18:55,33051,18,55
제주항공,19:05,33221,19,5
대한항공,19:10,68136,19,10
아시아나항공,19:20,33051,19,20
이스타항공,19:25,27119,19,25
제주항공,19:35,33221,19,35
이스타항공,19:45,29831,19,45
대한항공,20:00,99492,20,0
대한항공,20:30,73221,20,30
제주항공,20:35,37628,20,35
아시아나항공,20:50,33051,20,50
아시아나항공,21:20,40848,21,20
